Gene stable ID,Mouse gene stable ID,Mouse gene name,Gene name
ENSMOCG00000010711,ENSMUSG00000080440,Gm25848,
ENSMOCG00000010712,ENSMUSG00000028631,Kcnq4,Kcnq4
ENSMOCG00000010713,ENSMUSG00000022562,Oplah,Oplah
ENSMOCG00000010714,,,
ENSMOCG00000010715,ENSMUSG00000024422,Dhx16,Dhx16
ENSMOCG00000010716,ENSMUSG00000065439,Mir140,
ENSMOCG00000010717,ENSMUSG00000024277,Mapre2,Mapre2
ENSMOCG00000010718,,,
ENSMOCG00000010719,ENSMUSG00000098591,Gm27631,
ENSMOCG00000010720,ENSMUSG00000077514,Gm25877,SNORA66
ENSMOCG00000010721,ENSMUSG00000028672,Hmgcl,Hmgcl
ENSMOCG00000010722,,,
ENSMOCG00000010723,ENSMUSG00000072875,Gpr27,Gpr27
ENSMOCG00000010724,ENSMUSG00000072946,Ptgr2,Ptgr2
ENSMOCG00000010725,ENSMUSG00000029684,Wasl,Wasl
ENSMOCG00000010726,ENSMUSG00000078593,1700042G07Rik,1700042G07Rik
ENSMOCG00000010727,ENSMUSG00000034949,Zfr2,Zfr2
ENSMOCG00000010728,ENSMUSG00000059305,Vpreb1,
ENSMOCG00000010728,ENSMUSG00000059280,Vpreb2,
ENSMOCG00000010729,,,
ENSMOCG00000010730,,,
ENSMOCG00000010731,,,
ENSMOCG00000010732,ENSMUSG00000029463,Fam216a,Fam216a
ENSMOCG00000010733,ENSMUSG00000098298,Gm27970,
ENSMOCG00000010734,,,
ENSMOCG00000010735,ENSMUSG00000080365,Gm25776,
ENSMOCG00000010736,ENSMUSG00000089458,Gm24221,
ENSMOCG00000010737,ENSMUSG00000039735,Fnbp1l,Fnbp1l
ENSMOCG00000010738,ENSMUSG00000030796,Tead2,
ENSMOCG00000010739,ENSMUSG00000074577,Ripor3,Ripor3
ENSMOCG00000010740,,,
ENSMOCG00000010741,ENSMUSG00000037499,Nenf,Nenf
ENSMOCG00000010742,ENSMUSG00000029312,Klhl8,Klhl8
ENSMOCG00000010743,ENSMUSG00000076318,Mir216b,
ENSMOCG00000010744,ENSMUSG00000035863,Palm,Palm
ENSMOCG00000010745,ENSMUSG00000093443,Gm22871,
ENSMOCG00000010746,ENSMUSG00000021998,Lcp1,Lcp1
ENSMOCG00000010747,ENSMUSG00000098963,Gm27699,
ENSMOCG00000010748,ENSMUSG00000089617,Scarna10,
ENSMOCG00000010749,ENSMUSG00000001052,Sec24b,Sec24b
ENSMOCG00000010750,ENSMUSG00000089350,Gm25487,SNORD22
ENSMOCG00000010751,ENSMUSG00000014769,Psmb1,Psmb1
ENSMOCG00000010752,ENSMUSG00000036678,Aaas,Aaas
ENSMOCG00000010753,ENSMUSG00000023484,Prph,Prph
ENSMOCG00000010754,ENSMUSG00000092329,Galnt2l,
ENSMOCG00000010754,ENSMUSG00000089704,Galnt2,
ENSMOCG00000010755,ENSMUSG00000033068,Entpd6,Entpd6
ENSMOCG00000010756,ENSMUSG00000018921,Pelp1,Pelp1
ENSMOCG00000010757,ENSMUSG00000049119,Fam110b,Fam110b
ENSMOCG00000010758,,,
ENSMOCG00000010759,ENSMUSG00000093784,Gm22394,
ENSMOCG00000010760,ENSMUSG00000021591,Glrx,Glrx
ENSMOCG00000010761,ENSMUSG00000039128,Cdc123,Cdc123
ENSMOCG00000010762,ENSMUSG00000006333,Rps9,
ENSMOCG00000010763,,,SNORD22
ENSMOCG00000010764,,,
ENSMOCG00000010765,ENSMUSG00000080486,Snord100,
ENSMOCG00000010766,ENSMUSG00000027615,Hps3,Hps3
ENSMOCG00000010767,ENSMUSG00000099248,Gm27543,
ENSMOCG00000010768,ENSMUSG00000078509,Pramef17,
ENSMOCG00000010768,ENSMUSG00000025839,Pramel7,
ENSMOCG00000010768,ENSMUSG00000078508,Gm13128,
ENSMOCG00000010769,ENSMUSG00000055065,Ddx17,Ddx17
ENSMOCG00000010770,ENSMUSG00000031595,Pdgfrl,Pdgfrl
ENSMOCG00000010771,ENSMUSG00000031432,Prps1,
ENSMOCG00000010771,ENSMUSG00000079104,Prps1l3,
ENSMOCG00000010772,ENSMUSG00000062232,Rapgef2,Rapgef2
ENSMOCG00000010773,,,
ENSMOCG00000010774,ENSMUSG00000019996,Map7,Map7
ENSMOCG00000010775,ENSMUSG00000065412,Mir29b-2,
ENSMOCG00000010776,ENSMUSG00000020476,Dbnl,Dbnl
ENSMOCG00000010777,ENSMUSG00000073409,H2-Q6,
ENSMOCG00000010777,ENSMUSG00000067235,H2-Q10,
ENSMOCG00000010777,ENSMUSG00000079507,H2-Q1,
ENSMOCG00000010777,ENSMUSG00000061232,H2-K1,
ENSMOCG00000010777,ENSMUSG00000073411,H2-D1,
ENSMOCG00000010777,ENSMUSG00000060550,H2-Q7,
ENSMOCG00000010777,ENSMUSG00000035929,H2-Q4,
ENSMOCG00000010777,ENSMUSG00000091705,H2-Q2,
ENSMOCG00000010777,ENSMUSG00000073402,Gm8909,
ENSMOCG00000010778,ENSMUSG00000029134,Plb1,Plb1
ENSMOCG00000010779,ENSMUSG00000064918,Gm22571,
ENSMOCG00000010780,ENSMUSG00000074871,Ctsm,
ENSMOCG00000010780,ENSMUSG00000074870,Cts3,
ENSMOCG00000010781,ENSMUSG00000024039,Cbs,Cbs
ENSMOCG00000010782,ENSMUSG00000015721,Nlrp5,Nlrp5
ENSMOCG00000010783,,,
ENSMOCG00000010784,ENSMUSG00000032293,Ireb2,Ireb2
ENSMOCG00000010785,ENSMUSG00000070385,Ampd1,Ampd1
ENSMOCG00000010786,ENSMUSG00000022385,Gtse1,Gtse1
ENSMOCG00000010787,ENSMUSG00000077962,Mir874,
ENSMOCG00000010788,ENSMUSG00000040189,Ccdc114,Ccdc114
ENSMOCG00000010789,ENSMUSG00000065087,Snord22,SNORD22
ENSMOCG00000010790,ENSMUSG00000098725,Gm27335,
ENSMOCG00000010790,ENSMUSG00000098617,Gm27300,
ENSMOCG00000010791,ENSMUSG00000003585,Sec14l2,Sec14l2
ENSMOCG00000010792,ENSMUSG00000022124,Fbxl3,Fbxl3
ENSMOCG00000010793,ENSMUSG00000098394,Gm27999,
ENSMOCG00000010794,ENSMUSG00000032802,Srxn1,Srxn1
ENSMOCG00000010795,ENSMUSG00000031389,Arhgap4,Arhgap4
ENSMOCG00000010796,,,
ENSMOCG00000010797,ENSMUSG00000035305,Ror1,Ror1
ENSMOCG00000010798,,,
ENSMOCG00000010799,ENSMUSG00000035951,Ascl3,Ascl3
ENSMOCG00000010800,ENSMUSG00000077254,Gm26079,
ENSMOCG00000010801,ENSMUSG00000022992,Kansl2,Kansl2
ENSMOCG00000010802,ENSMUSG00000068009,Bpifb6,Bpifb6
ENSMOCG00000010803,ENSMUSG00000031007,Atp6ap2,Atp6ap2
ENSMOCG00000010804,ENSMUSG00000064542,Gm22980,
ENSMOCG00000010805,,,
ENSMOCG00000010806,,,
ENSMOCG00000010807,ENSMUSG00000070407,Hs3st3b1,Hs3st3b1
ENSMOCG00000010808,ENSMUSG00000109850,Gm45692,
ENSMOCG00000010808,ENSMUSG00000013878,Rnf170,
ENSMOCG00000010809,ENSMUSG00000036013,Fam122c,Fam122c
ENSMOCG00000010810,,,
ENSMOCG00000010811,ENSMUSG00000064451,Snora23,
ENSMOCG00000010812,ENSMUSG00000028691,Prdx1,
ENSMOCG00000010813,ENSMUSG00000098657,Gm27675,
ENSMOCG00000010814,ENSMUSG00000010453,Kansl3,Kansl3
ENSMOCG00000010815,ENSMUSG00000065680,Snord38a,
ENSMOCG00000010816,ENSMUSG00000039917,Rhbdd2,Rhbdd2
ENSMOCG00000010817,ENSMUSG00000028291,Akirin2,Akirin2
ENSMOCG00000010818,ENSMUSG00000027394,Ttl,Ttl
ENSMOCG00000010819,ENSMUSG00000080610,Snord110,
ENSMOCG00000010820,ENSMUSG00000017428,Psmd11,
ENSMOCG00000010821,ENSMUSG00000049093,Il23r,Il23r
ENSMOCG00000010822,ENSMUSG00000096923,A730071L15Rik,A730071L15Rik
ENSMOCG00000010823,,,
ENSMOCG00000010824,ENSMUSG00000041857,Oosp1,
ENSMOCG00000010825,ENSMUSG00000030120,Mlf2,
ENSMOCG00000010826,ENSMUSG00000028132,Tlcd4,Tlcd4
ENSMOCG00000010827,ENSMUSG00000025078,Nhlrc2,Nhlrc2
ENSMOCG00000010828,,,
ENSMOCG00000010829,ENSMUSG00000036892,Prodh2,Prodh2
ENSMOCG00000010830,ENSMUSG00000064612,Gm26457,
ENSMOCG00000010831,ENSMUSG00000024827,Gldc,Gldc
ENSMOCG00000010832,ENSMUSG00000098795,Gm27403,
ENSMOCG00000010833,ENSMUSG00000034473,Sec22a,Sec22a
ENSMOCG00000010834,ENSMUSG00000021214,Akr1c18,
ENSMOCG00000010835,ENSMUSG00000029599,Ddx54,Ddx54
ENSMOCG00000010836,,,
ENSMOCG00000010837,ENSMUSG00000098948,Gm27640,
ENSMOCG00000010838,ENSMUSG00000039968,Rsbn1l,Rsbn1l
ENSMOCG00000010839,ENSMUSG00000089308,Gm24837,
ENSMOCG00000010839,ENSMUSG00000093562,Gm23090,
ENSMOCG00000010840,ENSMUSG00000029102,Hgfac,Hgfac
ENSMOCG00000010841,ENSMUSG00000035455,Fignl1,Fignl1
ENSMOCG00000010842,ENSMUSG00000015337,Endog,Endog
ENSMOCG00000010843,ENSMUSG00000025980,Hspd1,
ENSMOCG00000010844,ENSMUSG00000028217,Cdh17,Cdh17
ENSMOCG00000010845,ENSMUSG00000089512,Gm26287,
ENSMOCG00000010846,ENSMUSG00000047428,Dlk2,Dlk2
ENSMOCG00000010847,ENSMUSG00000037307,Banf2,Banf2
ENSMOCG00000010848,ENSMUSG00000057863,Rpl36,
ENSMOCG00000010849,,,
ENSMOCG00000010850,ENSMUSG00000026519,Tmem63a,Tmem63a
ENSMOCG00000010851,ENSMUSG00000026604,Ptpn14,Ptpn14
ENSMOCG00000010852,ENSMUSG00000077702,Gm24067,
ENSMOCG00000010853,ENSMUSG00000056153,Socs6,Socs6
ENSMOCG00000010854,ENSMUSG00000035443,Thyn1,Thyn1
ENSMOCG00000010855,ENSMUSG00000064453,Snord21,SNORD21
ENSMOCG00000010856,ENSMUSG00000024782,Ak3,Ak3
ENSMOCG00000010857,ENSMUSG00000076275,Mir675,
ENSMOCG00000010858,ENSMUSG00000089308,Gm24837,
ENSMOCG00000010858,ENSMUSG00000093562,Gm23090,
ENSMOCG00000010859,ENSMUSG00000020219,Timm13,Timm13
ENSMOCG00000010860,ENSMUSG00000000581,C1d,C1d
ENSMOCG00000010861,ENSMUSG00000039774,Galnt12,Galnt12
ENSMOCG00000010862,ENSMUSG00000042606,Hirip3,Hirip3
ENSMOCG00000010863,ENSMUSG00000019689,Fmc1,Fmc1
ENSMOCG00000010864,ENSMUSG00000049422,Chchd10,Chchd10
ENSMOCG00000010865,ENSMUSG00000033396,Spg11,Spg11
ENSMOCG00000010866,ENSMUSG00000030291,Med21,Med21
ENSMOCG00000010867,ENSMUSG00000065649,Snora74a,SNORA74
ENSMOCG00000010868,ENSMUSG00000032310,Cyp1a2,
ENSMOCG00000010869,ENSMUSG00000038762,Abcf1,Abcf1
ENSMOCG00000010870,,,
ENSMOCG00000010871,ENSMUSG00000039313,Minar1,Minar1
ENSMOCG00000010872,,,
ENSMOCG00000010873,ENSMUSG00000064450,Snord68,
ENSMOCG00000010874,ENSMUSG00000089265,Gm22888,
ENSMOCG00000010875,ENSMUSG00000065165,Gm23815,U6
ENSMOCG00000010876,ENSMUSG00000039599,Fam149b,Fam149b
ENSMOCG00000010877,ENSMUSG00000051224,Tceanc,Tceanc
ENSMOCG00000010878,ENSMUSG00000040649,Rimklb,
ENSMOCG00000010879,ENSMUSG00000040564,Apoc1,Apoc1
ENSMOCG00000010880,ENSMUSG00000088059,Mir1949,SNORA74
ENSMOCG00000010881,ENSMUSG00000043289,Mei4,Mei4
ENSMOCG00000010882,ENSMUSG00000039633,Lonrf1,Lonrf1
ENSMOCG00000010883,ENSMUSG00000065602,Mirlet7f-2,
ENSMOCG00000010884,ENSMUSG00000030638,Sh3gl3,Sh3gl3
ENSMOCG00000010885,ENSMUSG00000088929,Gm24299,
ENSMOCG00000010886,,,SNORA73
ENSMOCG00000010887,ENSMUSG00000065165,Gm23815,U6
ENSMOCG00000010888,ENSMUSG00000043162,Pyurf,Pyurf
ENSMOCG00000010889,ENSMUSG00000077611,Gm23946,SNORA74
ENSMOCG00000010890,ENSMUSG00000028949,Smarcd3,Smarcd3
ENSMOCG00000010891,,,
ENSMOCG00000010892,ENSMUSG00000043065,Spice1,Spice1
ENSMOCG00000010893,ENSMUSG00000027293,Ehd4,Ehd4
ENSMOCG00000010894,ENSMUSG00000027889,Ampd2,Ampd2
ENSMOCG00000010895,,,
ENSMOCG00000010896,ENSMUSG00000076309,Mir147,
ENSMOCG00000010897,ENSMUSG00000065743,Gm25008,U6
ENSMOCG00000010898,ENSMUSG00000009596,Taf7l,Taf7l
ENSMOCG00000010899,ENSMUSG00000046807,Lrrc75b,Lrrc75b
ENSMOCG00000010900,ENSMUSG00000040447,Spns2,Spns2
ENSMOCG00000010901,ENSMUSG00000033128,Gga1,Gga1
ENSMOCG00000010902,,,7SK
ENSMOCG00000010903,ENSMUSG00000066510,Ankdd1a,Ankdd1a
ENSMOCG00000010904,ENSMUSG00000074604,Mgst2,Mgst2
ENSMOCG00000010905,ENSMUSG00000037660,Gdf7,Gdf7
ENSMOCG00000010906,,,
ENSMOCG00000010907,,,
ENSMOCG00000010908,ENSMUSG00000042604,Kcna4,Kcna4
ENSMOCG00000010909,ENSMUSG00000020649,Rrm2,
ENSMOCG00000010910,ENSMUSG00000035722,Abca7,Abca7
ENSMOCG00000010911,ENSMUSG00000010086,Rnf112,Rnf112
ENSMOCG00000010912,ENSMUSG00000098254,Gm27611,
ENSMOCG00000010913,ENSMUSG00000076309,Mir147,
ENSMOCG00000010914,ENSMUSG00000021872,Rnase10,Rnase10
ENSMOCG00000010915,,,U6
ENSMOCG00000010916,,,7SK
ENSMOCG00000010917,ENSMUSG00000063157,Csn2,Csn2
ENSMOCG00000010918,ENSMUSG00000025157,Zdhhc16,Zdhhc16
ENSMOCG00000010919,ENSMUSG00000054079,Utp18,Utp18
ENSMOCG00000010920,ENSMUSG00000088689,Scarna17,
ENSMOCG00000010921,ENSMUSG00000039361,Picalm,Picalm
ENSMOCG00000010922,ENSMUSG00000074746,Pdzd8,Pdzd8
ENSMOCG00000010923,,,
ENSMOCG00000010924,ENSMUSG00000021448,Shc3,Shc3
ENSMOCG00000010925,ENSMUSG00000037101,Ttc29,Ttc29
ENSMOCG00000010926,,,
ENSMOCG00000010927,,,
ENSMOCG00000010928,ENSMUSG00000044041,Krt13,Krt13
ENSMOCG00000010929,ENSMUSG00000028019,Pdgfc,Pdgfc
ENSMOCG00000010930,,,7SK
ENSMOCG00000010931,ENSMUSG00000040331,Nsmce4a,Nsmce4a
ENSMOCG00000010932,ENSMUSG00000088614,Gm26001,U6
ENSMOCG00000010933,ENSMUSG00000031242,2610002M06Rik,2610002M06Rik
ENSMOCG00000010934,ENSMUSG00000075370,Igll1,Igll1
ENSMOCG00000010935,,,
ENSMOCG00000010936,ENSMUSG00000028813,CK137956,CK137956
ENSMOCG00000010937,,,
ENSMOCG00000010938,,,
ENSMOCG00000010939,ENSMUSG00000037410,Tbc1d2b,Tbc1d2b
ENSMOCG00000010940,ENSMUSG00000054728,Phactr1,Phactr1
ENSMOCG00000010941,ENSMUSG00000040354,Mars1,Mars1
ENSMOCG00000010942,ENSMUSG00000098946,Gm27636,
ENSMOCG00000010943,,,7SK
ENSMOCG00000010944,ENSMUSG00000089185,Gm22940,U1
ENSMOCG00000010945,ENSMUSG00000028165,Cisd2,Cisd2
ENSMOCG00000010946,,,U6
ENSMOCG00000010947,ENSMUSG00000088784,Gm25370,
ENSMOCG00000010947,ENSMUSG00000089264,Gm22889,
ENSMOCG00000010947,ENSMUSG00000064655,Gm25788,
ENSMOCG00000010947,ENSMUSG00000064558,Gm24620,
ENSMOCG00000010948,ENSMUSG00000022548,Apod,Apod
ENSMOCG00000010949,ENSMUSG00000006642,Tcf23,Tcf23
ENSMOCG00000010950,ENSMUSG00000055762,Eef1d,
ENSMOCG00000010951,ENSMUSG00000048796,Cyb561d1,Cyb561d1
ENSMOCG00000010952,ENSMUSG00000034265,Zdhhc14,Zdhhc14
ENSMOCG00000010953,ENSMUSG00000008601,Rab25,Rab25
ENSMOCG00000010954,ENSMUSG00000020897,Aurkb,Aurkb
ENSMOCG00000010955,,,
ENSMOCG00000010956,ENSMUSG00000025925,Terf1,Terf1
ENSMOCG00000010957,ENSMUSG00000000378,Ccm2,Ccm2
ENSMOCG00000010958,ENSMUSG00000064721,Gm25855,SNORD25
ENSMOCG00000010959,,,7SK
ENSMOCG00000010960,ENSMUSG00000065694,Gm25411,U1
ENSMOCG00000010961,,,
ENSMOCG00000010962,ENSMUSG00000088627,Gm23035,U6
ENSMOCG00000010963,,,
ENSMOCG00000010964,,,
ENSMOCG00000010965,ENSMUSG00000022899,Slc15a2,
ENSMOCG00000010966,ENSMUSG00000033192,Lpcat2,Lpcat2
ENSMOCG00000010967,ENSMUSG00000065778,Gm22154,
ENSMOCG00000010968,ENSMUSG00000031101,Sash3,Sash3
ENSMOCG00000010969,ENSMUSG00000030213,Atf7ip,
ENSMOCG00000010970,ENSMUSG00000099270,Gm27454,
ENSMOCG00000010971,ENSMUSG00000029311,Hsd17b11,Hsd17b11
ENSMOCG00000010972,ENSMUSG00000044921,Rassf9,Rassf9
ENSMOCG00000010973,ENSMUSG00000047026,Acsm4,Acsm4
ENSMOCG00000010974,ENSMUSG00000037892,Pcdh18,Pcdh18
ENSMOCG00000010975,,,U1
ENSMOCG00000010976,ENSMUSG00000051238,Swsap1,Swsap1
ENSMOCG00000010977,ENSMUSG00000062593,Gm49339,
ENSMOCG00000010977,ENSMUSG00000112148,Lilrb4a,
ENSMOCG00000010977,ENSMUSG00000112023,Lilr4b,
ENSMOCG00000010978,ENSMUSG00000057967,Fgf18,Fgf18
ENSMOCG00000010979,ENSMUSG00000031647,Mfap3l,Mfap3l
ENSMOCG00000010980,ENSMUSG00000084473,Gm25784,U6
ENSMOCG00000010981,ENSMUSG00000028430,Nol6,Nol6
ENSMOCG00000010982,,,
ENSMOCG00000010983,,,7SK
ENSMOCG00000010984,ENSMUSG00000029867,Llcfc1,Llcfc1
ENSMOCG00000010985,ENSMUSG00000032519,Slc25a38,Slc25a38
ENSMOCG00000010986,ENSMUSG00000000149,Gna12,Gna12
ENSMOCG00000010987,ENSMUSG00000093345,Gm27956,Metazoa_SRP
ENSMOCG00000010987,ENSMUSG00000098755,Gm27651,Metazoa_SRP
ENSMOCG00000010988,ENSMUSG00000065745,Gm25004,U1
ENSMOCG00000010989,ENSMUSG00000005611,Mrvi1,Mrvi1
ENSMOCG00000010990,ENSMUSG00000030269,Mtmr14,
ENSMOCG00000010991,ENSMUSG00000001211,Agpat3,
ENSMOCG00000010992,ENSMUSG00000022515,Anks3,
ENSMOCG00000010993,ENSMUSG00000088712,Gm22728,
ENSMOCG00000010994,,,U6
ENSMOCG00000010995,ENSMUSG00000033420,Antxr1,Antxr1
ENSMOCG00000010996,,,
ENSMOCG00000010997,,,7SK
ENSMOCG00000010998,ENSMUSG00000027411,Vps16,Vps16
ENSMOCG00000010999,ENSMUSG00000037921,Ddx60,
ENSMOCG00000011000,ENSMUSG00000047824,Pygo2,
ENSMOCG00000011001,ENSMUSG00000024663,Rab3il1,Rab3il1
ENSMOCG00000011002,ENSMUSG00000022112,Gpc5,Gpc5
ENSMOCG00000011003,ENSMUSG00000064802,Gm24036,U1
ENSMOCG00000011004,,,Y_RNA
ENSMOCG00000011005,ENSMUSG00000035151,Elmod2,Elmod2
ENSMOCG00000011006,,,U6
ENSMOCG00000011007,ENSMUSG00000077625,Snord4a,
ENSMOCG00000011008,ENSMUSG00000010392,Gosr1,Gosr1
ENSMOCG00000011009,ENSMUSG00000022635,Zcrb1,Zcrb1
ENSMOCG00000011010,ENSMUSG00000074182,Znhit6,Znhit6
ENSMOCG00000011011,ENSMUSG00000029086,Prom1,Prom1
ENSMOCG00000011012,,,7SK
ENSMOCG00000011013,ENSMUSG00000049670,Morn4,Morn4
ENSMOCG00000011014,ENSMUSG00000001768,Rin2,Rin2
ENSMOCG00000011015,,,U1
ENSMOCG00000011016,ENSMUSG00000066704,Cyp2b19,
ENSMOCG00000011016,ENSMUSG00000030483,Cyp2b10,
ENSMOCG00000011016,ENSMUSG00000040660,Cyp2b9,
ENSMOCG00000011016,ENSMUSG00000040583,Cyp2b13,
ENSMOCG00000011016,ENSMUSG00000040650,Cyp2b23,
ENSMOCG00000011017,ENSMUSG00000061894,Zscan20,Zscan20
ENSMOCG00000011018,ENSMUSG00000064407,Gm23926,U6
ENSMOCG00000011018,ENSMUSG00000095305,Gm23790,U6
ENSMOCG00000011019,ENSMUSG00000093164,Gm22993,Metazoa_SRP
ENSMOCG00000011019,ENSMUSG00000092932,Gm22906,Metazoa_SRP
ENSMOCG00000011019,ENSMUSG00000092905,Gm25735,Metazoa_SRP
ENSMOCG00000011019,ENSMUSG00000093093,Gm22642,Metazoa_SRP
ENSMOCG00000011019,ENSMUSG00000092641,Gm23563,Metazoa_SRP
ENSMOCG00000011019,ENSMUSG00000093249,Gm24576,Metazoa_SRP
ENSMOCG00000011019,ENSMUSG00000092903,Gm27896,Metazoa_SRP
ENSMOCG00000011020,ENSMUSG00000087790,Gm25970,
ENSMOCG00000011021,ENSMUSG00000028005,Gucy1b1,Gucy1b1
ENSMOCG00000011022,ENSMUSG00000026691,Fmo3,Fmo3
ENSMOCG00000011023,ENSMUSG00000049232,Tigd2,Tigd2
ENSMOCG00000011024,ENSMUSG00000028383,Hsdl2,Hsdl2
ENSMOCG00000011025,ENSMUSG00000022234,Cct5,Cct5
ENSMOCG00000011026,ENSMUSG00000026425,Srgap2,Srgap2
ENSMOCG00000011027,ENSMUSG00000022369,Mtbp,Mtbp
ENSMOCG00000011028,ENSMUSG00000033253,Szt2,
ENSMOCG00000011029,,,
ENSMOCG00000011030,,,7SK
ENSMOCG00000011031,ENSMUSG00000102440,Pcdhga9,Pcdhga9
ENSMOCG00000011032,ENSMUSG00000039221,Rpl22l1,Rpl22l1
ENSMOCG00000011033,ENSMUSG00000084629,Gm25112,U6
ENSMOCG00000011034,ENSMUSG00000087708,Gm23000,U1
ENSMOCG00000011035,ENSMUSG00000040528,Milr1,Milr1
ENSMOCG00000011036,,,U6
ENSMOCG00000011037,ENSMUSG00000078937,Cpt1b,
ENSMOCG00000011038,,,
ENSMOCG00000011039,,,
ENSMOCG00000011040,,,7SK
ENSMOCG00000011041,ENSMUSG00000004535,Tax1bp1,Tax1bp1
ENSMOCG00000011042,ENSMUSG00000044430,Klk12,Klk12
ENSMOCG00000011043,,,U6
ENSMOCG00000011044,,,U1
ENSMOCG00000011045,ENSMUSG00000087951,Gm22558,U6
ENSMOCG00000011046,ENSMUSG00000021273,Fdft1,
ENSMOCG00000011047,ENSMUSG00000023143,Nagpa,Nagpa
ENSMOCG00000011048,ENSMUSG00000032456,Nmnat3,Nmnat3
ENSMOCG00000011049,ENSMUSG00000005045,Chd5,Chd5
ENSMOCG00000011050,ENSMUSG00000021919,Chat,Chat
ENSMOCG00000011051,ENSMUSG00000077734,Snord83b,
ENSMOCG00000011052,ENSMUSG00000037686,Aspg,Aspg
ENSMOCG00000011053,ENSMUSG00000096809,Gm23410,U6
ENSMOCG00000011053,ENSMUSG00000065307,Gm23247,U6
ENSMOCG00000011054,ENSMUSG00000041408,Wapl,Wapl
ENSMOCG00000011055,,,7SK
ENSMOCG00000011056,,,
ENSMOCG00000011057,,,
ENSMOCG00000011058,ENSMUSG00000002228,Ppm1j,Ppm1j
ENSMOCG00000011059,ENSMUSG00000105096,Gbp10,
ENSMOCG00000011059,ENSMUSG00000029298,Gbp9,
ENSMOCG00000011059,ENSMUSG00000034438,Gbp8,
ENSMOCG00000011059,ENSMUSG00000079363,Gbp4,
ENSMOCG00000011059,ENSMUSG00000079362,Gm43302,
ENSMOCG00000011059,ENSMUSG00000092021,Gbp11,
ENSMOCG00000011059,ENSMUSG00000104713,Gbp6,
ENSMOCG00000011060,ENSMUSG00000021188,Trip11,Trip11
ENSMOCG00000011061,,,U6
ENSMOCG00000011062,ENSMUSG00000021552,Gkap1,Gkap1
ENSMOCG00000011063,,,U1
ENSMOCG00000011064,ENSMUSG00000051098,Mblac2,Mblac2
ENSMOCG00000011065,ENSMUSG00000097187,Gm19426,Gm19426
ENSMOCG00000011066,ENSMUSG00000045817,Zfp36l2,Zfp36l2
ENSMOCG00000011067,ENSMUSG00000017765,Slc12a4,Slc12a4
ENSMOCG00000011068,ENSMUSG00000088219,Gm22077,
ENSMOCG00000011069,,,U6
ENSMOCG00000011070,ENSMUSG00000037020,Wdr62,Wdr62
ENSMOCG00000011071,ENSMUSG00000026514,Cnih3,Cnih3
ENSMOCG00000011072,ENSMUSG00000070368,Prok1,Prok1
ENSMOCG00000011073,,,7SK
ENSMOCG00000011074,ENSMUSG00000024913,Lrp5,Lrp5
ENSMOCG00000011075,,,U6
ENSMOCG00000011076,,,
ENSMOCG00000011077,,,
ENSMOCG00000011078,ENSMUSG00000021782,Dlg5,Dlg5
ENSMOCG00000011079,,,U6
ENSMOCG00000011080,ENSMUSG00000043110,Lrrn4,Lrrn4
ENSMOCG00000011081,ENSMUSG00000045078,Rnf216,Rnf216
ENSMOCG00000011082,ENSMUSG00000098869,Gm27465,
ENSMOCG00000011082,ENSMUSG00000098462,Gm27694,
ENSMOCG00000011083,ENSMUSG00000033316,Galnt9,Galnt9
ENSMOCG00000011084,ENSMUSG00000070056,Mfhas1,Mfhas1
ENSMOCG00000011085,ENSMUSG00000009093,Gstt4,Gstt4
ENSMOCG00000011086,ENSMUSG00000056383,AI987944,
ENSMOCG00000011086,ENSMUSG00000074166,AW146154,
ENSMOCG00000011086,ENSMUSG00000074829,2010315B03Rik,
ENSMOCG00000011087,ENSMUSG00000021791,Dydc2,Dydc2
ENSMOCG00000011088,,,7SK
ENSMOCG00000011089,ENSMUSG00000032842,Abcc10,
ENSMOCG00000011090,ENSMUSG00000012483,Rpa3,Rpa3
ENSMOCG00000011091,ENSMUSG00000088570,Gm24531,U6
ENSMOCG00000011092,ENSMUSG00000064648,Gm23303,U1
ENSMOCG00000011093,ENSMUSG00000028664,Ephb2,Ephb2
ENSMOCG00000011094,ENSMUSG00000020038,Cry1,Cry1
ENSMOCG00000011095,ENSMUSG00000050022,Amz1,Amz1
ENSMOCG00000011096,ENSMUSG00000065299,Gm23138,U6
ENSMOCG00000011097,ENSMUSG00000041729,Coro2b,Coro2b
ENSMOCG00000011098,ENSMUSG00000029638,Glcci1,Glcci1
ENSMOCG00000011099,,,
ENSMOCG00000011100,ENSMUSG00000034274,Thoc5,Thoc5
ENSMOCG00000011101,ENSMUSG00000003051,Elf3,Elf3
ENSMOCG00000011102,ENSMUSG00000034958,Atcay,Atcay
ENSMOCG00000011103,ENSMUSG00000089571,Gm23008,
ENSMOCG00000011104,ENSMUSG00000032373,Car12,Car12
ENSMOCG00000011105,ENSMUSG00000025076,Casp7,Casp7
ENSMOCG00000011106,,,U1
ENSMOCG00000011107,,,7SK
ENSMOCG00000011108,ENSMUSG00000019853,Hebp2,Hebp2
ENSMOCG00000011109,ENSMUSG00000029910,Mad2l1,Mad2l1
ENSMOCG00000011110,,,
ENSMOCG00000011111,ENSMUSG00000088284,Gm23588,U6
ENSMOCG00000011112,ENSMUSG00000044350,Lacc1,Lacc1
ENSMOCG00000011113,ENSMUSG00000074264,Amy1,
